obs_id,filename,flare_number,start_mjd,end_mjd,duration_s,rate_mean,rate_mean_err,rate_max,rate_max_err,energy_1e37erg,energy_err,luminosity_1e34,luminosity_err,flux_1e_minus12,flux_err,fluence_ct
26760,26760_SGRA_TABLE_RESULTS.txt,1,60054.4141706355,60054.4676307197,4618.944,0.031,0.0026,0.0437,0.0125,9.8237,0.2195,2.1268,0.0475,2.6578,0.0595,142.9998
14463,14463_SGRA_TABLE_RESULTS.txt,1,56216.2338847668,56216.2481889518,1235.8656,0.0574,0.0068,0.0941,0.0169,7.3385,0.0964,5.938,0.078,7.4205,0.0982,70.9991
9173,09173_SGRA_TABLE_RESULTS.txt,1,54673.90630603,54674.0419969663,11723.7024,0.0086,0.0009,0.0299,0.0095,4.955,0.4621,0.4227,0.0394,0.5282,0.0493,101.0
20346,20346_SGRA_TABLE_RESULTS.txt,1,58232.2094138099,58232.2480280975,3336.336,0.1163,0.0059,0.3229,0.0327,31.4483,0.1159,9.426,0.0347,11.7794,0.0473,388.0
6363,06363_SGRA_TABLE_RESULTS.txt,1,53933.2490317925,53933.280367879,2707.4304,0.0558,0.0045,0.1378,0.0179,11.6636,0.1051,4.308,0.0388,5.3836,0.0492,151.0
21454,21454_SGRA_TABLE_RESULTS.txt,1,58572.2499136315,58572.2652645892,1326.3264,0.1056,0.0089,0.2176,0.0273,11.0437,0.0703,8.3265,0.053,10.4054,0.0683,140.0
21454,21454_SGRA_TABLE_RESULTS.txt,2,58572.4597801484,58572.47792354,1567.6416,0.044,0.0053,0.122,0.0208,4.9301,0.0831,3.1449,0.053,3.9301,0.0666,69.0
10556,10556_SGRA_TABLE_RESULTS.txt,1,54969.1157869404,54969.1296568924,1198.368,0.0409,0.0058,0.0585,0.0131,3.5933,0.0347,2.9985,0.029,3.7471,0.0367,49.0002
10556,10556_SGRA_TABLE_RESULTS.txt,2,54969.4084185051,54969.4500645368,3598.2144000000003,0.0242,0.0026,0.0494,0.0122,5.7265,0.1043,1.5915,0.029,1.9888,0.0364,86.9999
10556,10556_SGRA_TABLE_RESULTS.txt,3,54969.9654679711,54969.9855184027,1732.32,0.0906,0.0072,0.1785,0.0194,12.4492,0.0502,7.1865,0.029,8.9807,0.0389,156.9966
10556,10556_SGRA_TABLE_RESULTS.txt,4,54970.0408161481,54970.0476329314,588.9888,0.0849,0.012,0.1203,0.0172,3.9484,0.0171,6.7037,0.029,8.3774,0.0386,50.0016
18732,18732_SGRA_TABLE_RESULTS.txt,1,57587.6279846369,57587.6576560533,2563.5744,0.0222,0.0029,0.0445,0.0127,3.7091,0.0569,1.4468,0.0222,1.8081,0.0279,56.9992
4684,04684_SGRA_TABLE_RESULTS.txt,1,53193.1433966282,53193.1627183719,1669.4207999999999,0.0665,0.0063,0.134,0.0179,8.5037,0.0608,5.0938,0.0364,6.3655,0.0466,111.0015
15041,15041_SGRA_TABLE_RESULTS.txt,1,56500.1507258236,56500.1627820644,1041.6384,0.0308,0.0058,0.0404,0.0127,2.3023,0.0523,2.2103,0.0502,2.7622,0.0628,32.0982
15041,15041_SGRA_TABLE_RESULTS.txt,2,56500.464956453,56500.474215574,799.9775999999999,0.029,0.0065,0.0383,0.0127,1.649,0.0401,2.0613,0.0502,2.5759,0.0628,23.2356
11843,11843_SGRA_TABLE_RESULTS.txt,1,55329.1538426927,55329.1949982424,3555.8784,0.1041,0.0054,0.2705,0.0214,29.3224,0.087,8.2462,0.0245,10.305,0.0347,370.004
22230,22230_SGRA_TABLE_RESULTS.txt,1,58682.1350683115,58682.1485208444,1162.3392,0.0637,0.0074,0.1147,0.0201,5.689,0.0445,4.8944,0.0383,6.1164,0.0489,74.0026
31022,31022_SGRA_TABLE_RESULTS.txt,1,60899.1358604556,60899.1585146993,1957.3056000000001,0.0261,0.0036,0.0436,0.0125,3.3346,0.0811,1.7037,0.0414,2.129,0.0519,50.9995
23665,23665_SGRA_TABLE_RESULTS.txt,1,59314.3525806787,59314.3741622918,1864.6848,0.0311,0.0041,0.0489,0.0133,3.989,0.0877,2.1392,0.047,2.6733,0.0589,58.001
13838,13838_SGRA_TABLE_RESULTS.txt,1,56141.0172883562,56141.0524958884,3041.9712000000004,0.0539,0.0042,0.1439,0.0205,16.8961,0.109,5.5543,0.0358,6.9411,0.0461,164.0
20446,20446_SGRA_TABLE_RESULTS.txt,1,58685.0777559162,58685.0854916177,668.3904,0.0329,0.007,0.0402,0.0122,1.5424,0.0184,2.3076,0.0275,2.8838,0.0347,22.0008
13853,13853_SGRA_TABLE_RESULTS.txt,1,56122.2609225622,56122.2687209948,673.7472,0.0252,0.0061,0.0283,0.0096,1.5726,0.0253,2.3341,0.0376,2.9168,0.0472,16.9991
13854,13854_SGRA_TABLE_RESULTS.txt,1,56006.4868983093,56006.4946421282,669.0816,0.0523,0.0088,0.0582,0.0135,3.4886,0.0822,5.214,0.1228,6.5158,0.1538,35.0008
13854,13854_SGRA_TABLE_RESULTS.txt,2,56006.5288187797,56006.5381451058,805.7664,0.0546,0.0082,0.0658,0.0143,4.419,0.0989,5.4842,0.1228,6.8534,0.1538,43.9985
13854,13854_SGRA_TABLE_RESULTS.txt,3,56006.5856100532,56006.5968083155,967.5072,0.0517,0.0073,0.0696,0.0147,4.9723,0.1188,5.1393,0.1228,6.4224,0.1538,49.9988
13854,13854_SGRA_TABLE_RESULTS.txt,4,56006.6828494131,56006.6875037033,402.10560000000004,0.0995,0.0157,0.1069,0.0179,4.3314,0.0494,10.7718,0.1228,13.4612,0.1549,39.9975
19703,19703_SGRA_TABLE_RESULTS.txt,1,57949.9606547532,57950.0140103535,4609.9584,0.0132,0.0017,0.0261,0.0097,3.3571,0.1219,0.7282,0.0264,0.9101,0.0331,61.0005
19703,19703_SGRA_TABLE_RESULTS.txt,2,57950.5518844129,57950.5658856855,1209.6864,0.0331,0.0052,0.0488,0.0133,2.9011,0.032,2.3982,0.0264,2.9969,0.0334,39.9992
13839,13839_SGRA_TABLE_RESULTS.txt,1,56132.3935211684,56132.4034276333,855.8783999999999,0.0479,0.0075,0.0571,0.0135,4.1623,0.0221,4.8632,0.0258,6.0774,0.0337,40.9981
13839,13839_SGRA_TABLE_RESULTS.txt,2,56134.0058681187,56134.0415119547,3079.6416000000004,0.0857,0.0053,0.1609,0.0216,28.7047,0.0795,9.3208,0.0258,11.6479,0.0372,264.0012
20041,20041_SGRA_TABLE_RESULTS.txt,1,57854.3545234889,57854.3809904317,2286.7488000000003,0.1006,0.0066,0.1711,0.0244,18.0087,0.1266,7.8752,0.0553,9.8414,0.0709,230.0
13852,13852_SGRA_TABLE_RESULTS.txt,1,56143.3215321682,56143.3356009205,1215.5616,0.0494,0.0064,0.0726,0.0151,6.0534,0.0411,4.98,0.0338,6.2233,0.0434,60.0011
13852,13852_SGRA_TABLE_RESULTS.txt,2,56144.3340669426,56144.3540238093,1724.2848,0.0244,0.0038,0.0278,0.0096,3.5059,0.0583,2.0333,0.0338,2.5409,0.0425,42.0003
14468,14468_SGRA_TABLE_RESULTS.txt,1,56230.2939987989,56230.3345487205,3503.5200000000004,0.0243,0.0026,0.0468,0.0122,7.5848,0.0972,2.1649,0.0278,2.7054,0.0349,85.0002
14468,14468_SGRA_TABLE_RESULTS.txt,2,56231.5642457846,56231.5894560817,2178.144,0.0303,0.0037,0.0546,0.0131,6.2658,0.0605,2.8767,0.0278,3.5949,0.0351,65.9992
22594,22594_SGRA_TABLE_RESULTS.txt,1,59385.1181459709,59385.1922850757,6405.6096,0.0498,0.0028,0.2062,0.0268,24.9795,0.3178,3.8996,0.0496,4.8732,0.0625,319.0
14466,14466_SGRA_TABLE_RESULTS.txt,1,56128.5554096137,56128.5598804975,386.2944,0.0699,0.0135,0.0805,0.0158,2.8617,0.0182,7.4082,0.0472,9.2577,0.0608,27.0007
18055,18055_SGRA_TABLE_RESULTS.txt,1,57431.506776851,57431.5521702619,3922.0415999999996,0.0423,0.0033,0.1187,0.0205,11.3374,0.288,2.8907,0.0734,3.6124,0.0919,166.0
18055,18055_SGRA_TABLE_RESULTS.txt,2,57431.6501269879,57431.6753327827,2177.7984,0.0827,0.0062,0.131,0.0214,13.6902,0.1599,6.2863,0.0734,7.8558,0.0926,180.0015
13845,13845_SGRA_TABLE_RESULTS.txt,1,56067.8692229492,56068.0313904359,14011.2288,0.017,0.0011,0.1085,0.0179,17.4727,0.3794,1.247,0.0271,1.5584,0.0339,238.0
13842,13842_SGRA_TABLE_RESULTS.txt,1,56130.1918448833,56130.2294147132,3246.048,0.0379,0.0034,0.0613,0.0139,11.9905,0.1274,3.6939,0.0392,4.6161,0.0496,123.0006
13842,13842_SGRA_TABLE_RESULTS.txt,2,56130.913283464,56130.9239888886,924.9119999999999,0.0551,0.0077,0.0767,0.0155,5.2964,0.0363,5.7264,0.0392,7.1561,0.0503,50.998
13842,13842_SGRA_TABLE_RESULTS.txt,3,56131.498799817,56131.5874654235,7660.742399999999,0.0218,0.0017,0.0426,0.0117,13.7684,0.3006,1.7973,0.0392,2.246,0.0492,167.0007
3392,03392_SGRA_TABLE_RESULTS.txt,1,52420.1753393984,52420.2104408491,3032.7264,0.0218,0.0027,0.045,0.0117,4.357,0.0765,1.4367,0.0252,1.7953,0.0317,65.9992
3392,03392_SGRA_TABLE_RESULTS.txt,2,52420.568998866,52420.6309489083,5352.48,0.0123,0.0015,0.0327,0.0101,3.4391,0.135,0.6425,0.0252,0.8029,0.0316,66.0
3392,03392_SGRA_TABLE_RESULTS.txt,3,52421.2367785838,52421.2489758648,1053.8208,0.0275,0.0051,0.0288,0.0096,2.0247,0.0266,1.9213,0.0252,2.401,0.0318,28.9993
14432,14432_SGRA_TABLE_RESULTS.txt,1,56138.5614005157,56138.6138749833,4533.7536,0.0135,0.0017,0.0205,0.0083,4.0343,0.1612,0.8898,0.0356,1.112,0.0445,60.9995
14432,14432_SGRA_TABLE_RESULTS.txt,2,56139.3783476651,56139.420952753,3681.072,0.0513,0.0037,0.1142,0.0185,19.7131,0.1309,5.3553,0.0356,6.6923,0.0457,189.0
22592,22592_SGRA_TABLE_RESULTS.txt,1,59357.2033116202,59357.2601579368,4911.4944000000005,0.0259,0.0023,0.0849,0.0171,8.1418,0.335,1.6577,0.0682,2.0716,0.0853,127.0
22595,22595_SGRA_TABLE_RESULTS.txt,1,59386.0150757433,59386.0259079556,935.8847999999999,0.093,0.01,0.1392,0.0217,6.5417,0.1097,6.9898,0.1172,8.735,0.1472,86.9983
22595,22595_SGRA_TABLE_RESULTS.txt,2,59386.0852738163,59386.1159454584,2650.0608,0.0457,0.0042,0.0892,0.0174,7.9696,0.3107,3.0073,0.1172,3.7582,0.1466,121.0014
22595,22595_SGRA_TABLE_RESULTS.txt,3,59386.1312701681,59386.1857061669,4703.270399999999,0.0936,0.0045,0.2598,0.0287,33.1101,0.5514,7.0398,0.1172,8.7974,0.1472,440.0
15570,15570_SGRA_TABLE_RESULTS.txt,1,56225.2301107415,56225.2583015752,2435.7024,0.032,0.0036,0.076,0.0155,7.4546,12.7284,3.0606,5.2258,3.8247,6.5305,78.0
22937,22937_SGRA_TABLE_RESULTS.txt,1,59082.237694658,59082.314795912,6658.415999999999,0.0168,0.0016,0.0371,0.0107,6.8447,0.2612,1.028,0.0392,1.2846,0.0491,112.0
16963,16963_SGRA_TABLE_RESULTS.txt,1,57066.2491718816,57066.2592286646,868.9248,0.045,0.0073,0.0585,0.0147,2.9763,0.0398,3.4253,0.0458,4.2805,0.0576,39.0701
13843,13843_SGRA_TABLE_RESULTS.txt,1,56223.3782249419,56223.4728285995,8173.699199999999,0.0329,0.002,0.1309,0.0197,25.3829,0.3172,3.1054,0.0388,3.8808,0.0489,269.0
3393,03393_SGRA_TABLE_RESULTS.txt,1,52422.637211519,52422.6752940158,3290.3712,0.0802,0.0049,0.3548,0.0224,20.8762,0.0875,6.3446,0.0266,7.9287,0.0355,264.0
3393,03393_SGRA_TABLE_RESULTS.txt,2,52423.2419681175,52423.3009367529,5094.9216,0.031,0.0025,0.1007,0.0162,11.2095,0.1355,2.2001,0.0266,2.7494,0.0335,158.001
3393,03393_SGRA_TABLE_RESULTS.txt,3,52423.7816468181,52423.7936077478,1033.4304,0.0571,0.0074,0.0786,0.0147,4.543,0.0275,4.3961,0.0266,5.4936,0.0343,59.0003
21456,21456_SGRA_TABLE_RESULTS.txt,1,58574.4761701491,58574.4931112524,1463.7024000000001,0.0314,0.0046,0.052,0.0138,3.2578,0.0564,2.2257,0.0385,2.7814,0.0484,45.9997
16218,16218_SGRA_TABLE_RESULTS.txt,1,56950.5521584909,56950.6266658518,6437.4048,0.126,0.0044,0.6327,0.0436,65.7471,0.3163,10.2133,0.0491,12.7632,0.0647,811.0
14943,14943_SGRA_TABLE_RESULTS.txt,1,56582.6665606405,56582.6792726505,1098.3167999999998,0.0198,0.0046,0.029,0.011,1.3737,0.0597,1.2508,0.0544,1.563,0.068,21.7104
25297,25297_SGRA_TABLE_RESULTS.txt,1,59658.3374265859,59658.413494944,6572.2752,0.0145,0.0015,0.0397,0.012,5.5519,0.3648,0.8447,0.0555,1.0557,0.0694,94.9996
14944,14944_SGRA_TABLE_RESULTS.txt,1,56555.4618971529,56555.4854216868,2032.5600000000002,0.0176,0.0033,0.0354,0.0122,2.2756,0.1382,1.1196,0.068,1.3991,0.085,35.8671
16217,16217_SGRA_TABLE_RESULTS.txt,1,56899.4898996371,56899.5475196609,4978.3679999999995,0.0174,0.0019,0.0388,0.0122,5.5473,0.2038,1.1143,0.0409,1.3925,0.0512,86.7345
23739,23739_SGRA_TABLE_RESULTS.txt,1,59425.001908363,59425.0477052716,3956.8608000000004,0.0933,0.0049,0.4997,0.0375,29.2109,0.1868,7.3823,0.0472,9.2255,0.0608,369.0
15045,15045_SGRA_TABLE_RESULTS.txt,1,56593.6715066504,56593.6981197756,2299.3632000000002,0.0295,0.0037,0.0411,0.0127,4.7133,0.0977,2.0498,0.0425,2.5616,0.0533,67.7888
15045,15045_SGRA_TABLE_RESULTS.txt,2,56593.8274951275,56593.8384486763,946.4256,0.0279,0.0057,0.0409,0.0127,1.8173,0.0402,1.9202,0.0425,2.3996,0.0533,26.4448
5953,05953_SGRA_TABLE_RESULTS.txt,1,53581.926964679,53581.9555373808,2468.7072000000003,0.0421,0.0041,0.0888,0.0155,7.704,0.0776,3.1207,0.0314,3.8998,0.0398,104.0011
15042,15042_SGRA_TABLE_RESULTS.txt,1,56516.357766536,56516.4875383058,11212.300799999999,0.0159,0.0013,0.0486,0.014,10.8672,0.4776,0.9692,0.0426,1.2112,0.0533,178.7952
1561,01561_SGRA_TABLE_RESULTS.txt,1,51844.1051536376,51844.1128804099,667.6128,0.033,0.007,0.0398,0.0112,1.5581,0.0327,2.3338,0.049,2.9165,0.0614,22.0006
1561,01561_SGRA_TABLE_RESULTS.txt,2,51844.1581720461,51844.2795123523,10483.8624,0.0643,0.0025,0.3671,0.0226,52.1277,0.5136,4.9722,0.049,6.2136,0.062,674.0
18731,18731_SGRA_TABLE_RESULTS.txt,1,57581.9520631348,57581.9625245837,903.8303999999999,0.0354,0.0063,0.064,0.0152,2.2764,0.0212,2.5186,0.0235,3.1474,0.0298,31.9986
3663,03663_SGRA_TABLE_RESULTS.txt,1,52418.8011211186,52418.8559271925,4735.2384,0.0213,0.0021,0.0472,0.0117,6.2563,0.19,1.3212,0.0401,1.6511,0.0502,100.9999
14392,14392_SGRA_TABLE_RESULTS.txt,1,55966.4300207317,55966.4544895131,2114.1216,0.0213,0.0032,0.039,0.0112,3.4806,0.1337,1.6463,0.0632,2.0574,0.0791,45.0004
14392,14392_SGRA_TABLE_RESULTS.txt,2,55966.5986448471,55966.6639426611,5641.6608,0.1319,0.0048,0.374,0.0291,82.8194,0.3567,14.68,0.0632,18.3451,0.0842,744.0
15043,15043_SGRA_TABLE_RESULTS.txt,1,56549.0852479914,56549.1493475096,5538.153599999999,0.5011,0.0095,1.9012,0.0622,230.7965,0.2331,41.6739,0.0421,52.0786,0.0979,2775.0
5952,05952_SGRA_TABLE_RESULTS.txt,1,53581.0891398826,53581.155737017,5753.9808,0.0169,0.0017,0.0402,0.0112,5.7715,0.2338,1.0031,0.0406,1.2535,0.0508,96.9998
20751,20751_SGRA_TABLE_RESULTS.txt,1,58715.156961405,58715.2262554391,5986.9151999999995,0.1928,0.0057,0.8974,0.0493,94.7433,0.2743,15.8251,0.0458,19.7761,0.0653,1154.0
14427,14427_SGRA_TABLE_RESULTS.txt,1,56054.1011198334,56054.1589818384,4999.2768,0.0198,0.002,0.0348,0.0107,8.2269,0.2737,1.6456,0.0548,2.0565,0.0685,99.0
14427,14427_SGRA_TABLE_RESULTS.txt,2,56054.472124744,56054.4975012336,2192.4864,0.0187,0.0029,0.0348,0.0107,3.323,0.12,1.5156,0.0548,1.894,0.0685,40.9992
13857,13857_SGRA_TABLE_RESULTS.txt,1,56003.6696846569,56003.6760472825,549.7632,0.0346,0.0079,0.0466,0.0117,1.7853,0.0347,3.2474,0.0632,4.0581,0.0792,19.0011
23666,23666_SGRA_TABLE_RESULTS.txt,1,59315.5674243423,59315.5751048431,663.6384,0.0301,0.0067,0.0439,0.0127,1.3796,0.0264,2.0789,0.0398,2.5979,0.0499,20.0013
13851,13851_SGRA_TABLE_RESULTS.txt,1,56217.0905989911,56217.0948515711,367.4592,0.0408,0.0105,0.0421,0.0117,1.5228,0.0131,4.144,0.0356,5.1787,0.0453,15.0015
13851,13851_SGRA_TABLE_RESULTS.txt,2,56217.8122561849,56217.8742720065,5358.182400000001,0.0761,0.0038,0.2205,0.0248,44.5089,0.1909,8.3067,0.0356,10.3806,0.0475,408.0
